RowNames	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiales_unclassified|g__Elusimicrobiales_unclassified|s__Elusimicrobiales_bacterium	1.11735	0	2.16368	2.36281	0	0	3.29771	0	0.5601	0.09151	0.47672	0	0	0	0.46093	0	0	4.02502	0	0	0	0.01985	0	0	0	0.03612	0	0	0.30346	0	0	0	0	0	0	0	0	0.77553	0.85996	0	0	0	0.08181	0	0.94989	0	0.02536	0	0	4.22947	1.48128	0	0.59044	0.52011	0.77403	0	0	0.16827	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_ihbetae	0	0	0	0	0	0	0	0	0	0.07181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25210|s__GGB25210_SGB37143	0.15585	0	0.473	0.4121	0.04623	0.26265	1.5794	0.40649	0.64975	0.0627	0.33967	0	0	0.01636	0.22616	0.80615	0.01004	0	0.72242	0.02023	14.22667	0	0.65926	0.07444	4.14714	0.17251	3.13951	2.27692	0.23867	1.71826	2.49466	1.40042	4.99521	1.52529	1.40997	1.455	2.02401	0	0.8194	0.98783	0.56043	0	0.38901	0.47522	0.43306	0.26147	2.08149	0.17432	0.02284	0.11527	0.0866	0.28292	0.3312	0.76964	0	1.26525	0.39582	0.06811	0.07426	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_P1_2020	0	0	0	0	0	0	0	0	0	0.05748	0	0.07813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp_FJAT_27916	0	0	0	0	0	0	0	0	0	0.0569	0	0.00538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB28533|s__GGB28533_SGB41136	0	0	0	0	0	0	0	0	1.0657	0.05385	0.01588	0.01663	0	1.05359	0	0	0.14086	0	0.05821	0.07018	0	0	0.41783	0	0.02524	0	0.00232	0	0.09662	0	0	0	0	0	0	0	0	0	0	0	0	0.69848	0.16056	0.10495	0.03552	0.06746	0	0	0	0	0.02346	0.00177	0	0	0.01324	0	0.00856	0.02513	0.12922	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0	0	0	0	0	0	0	0	0	0.05221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25583|s__GGB25583_SGB37553	0	0	0	0.15581	0	0	0	0	2.46891	0.04907	0	0	0.10543	1.10621	2.09722	1.04644	0	0.16569	0	4.97879	0	0	3.65812	0.62001	0.85682	0	0	0.62007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28156	0.00885	1.76512	0.67469	0	0.03001	0.03724	0	1.50485	4.56016	13.95552	0.26951	0.43849	0	0.91182	0	0	0.41936	0.92272
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25207|s__GGB25207_SGB37140	0	0	0	0	0	0	0	0	0	0.04524	0.02155	0	0	0	0.00426	0.04019	0.3013	0	0.78568	0	0.43308	0	0.06975	0	0.94801	1.00043	1.56077	2.06917	0	0.01757	0	0	0	0	0	0	0	0	0	0	0	0	1.7469	1.3465	0.02284	9.00851	0.60823	0.04102	0.13408	0	2.20808	0	0	0	0	0.04568	0.19357	0.65209	0.12022	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sartagoforme	0	0	0	0	0	0	0	0	0	0.04347	0	0.06137	0.01161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43316	0	0	0.09814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00993	0	0	0	0	0
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellae_unclassified|f__Kiritimatiellae_unclassified|g__GGB25303|s__GGB25303_SGB37241	0	0	0	0	0	0	0	0	0	0.03821	0	0.05783	0	0	0	0	0	0	0.12353	0	0.05968	0.02516	0	0	0	0	0	0.13565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01783	0.67663	0	0.41407	0	0	0	2.60141	0	0.14872	0.23003	0	0	0.53242	0.17779	0.10465	0.7169	0
k__Bacteria|p__Bacteroidetes|c__CFGB12404|o__OFGB12404|f__FGB12404|g__GGB35308|s__GGB35308_SGB77879	0.04182	0	0.00574	0	0.04169	0.04938	0	0	0	0.03688	0	0	0.02704	0.00135	0.44338	0.01801	0.02198	0	0	0.06555	0	0.00756	0.00512	0.08497	0	0.00306	0.01689	0	0	0.00123	0	0.0228	0.01242	0.19864	0.04698	0	0	0.03752	0.01486	0	0	0	0.01062	0.01633	0.07016	0.02959	0.02089	0.03152	0	0.02566	0.02075	5.21036	0.03835	0.00315	0.01524	0.06786	0.03269	0.00523	0.00286	0.04519
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis	0	0	0	0	0	0	0	0	0	0.03565	0	0	0.15482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_campinasensis	0	0	0	0	0	0	0	0	0	0.03317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus_gelatini	0	0	0	0	0	0	0	0	0	0.02932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_ruminantium	0	0	0	0	0	0	0	0.01791	0	0.02875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_isatidis	0	0	0	0	0	0	0	0	0	0.02832	0	0.00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__CFGB8539|o__OFGB8539|f__FGB8539|g__GGB25880|s__GGB25880_SGB37870	0	0	0	0	0	0	0	0	0	0.02799	0	0	0.03953	0	0	0	0	0.04368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_massiliensis	0	0	0	0	0	0	0	0	0	0.0276	0	0.00575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Massilibacterium|s__Massilibacterium_senegalense	0	0	0	0	0	0	0	0	0	0.02642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8213|o__OFGB8213|f__FGB8213|g__GGB29169|s__GGB29169_SGB41900	0	0	0.25724	0.04066	0	0.04244	0.0531	1.32415	0.57765	0.0199	4.48349	0.37887	0	0.26666	0.387	1.25475	0.17845	0	3.87768	0.71376	0.03025	0.08987	0	0	18.11808	0.9338	1.31547	0.91028	0.37922	0.00444	0.13095	0.42038	0.56774	1.2087	0.64587	0.13819	1.28474	0.03925	1.58095	0.38353	0.26115	0	0	0	0	0.28324	0	0	0.39339	0	0.11357	0.07007	0	0.09595	0.05915	0.5653	0.01487	0.0022	0.01833	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_siralis	0	0	0	0	0	0	0	0	0	0.01912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25580|s__GGB25580_SGB37550	0	0	0	0	0	0	0	0	0.41869	0.01773	1.30455	0	0.67554	0.01639	0	0.36697	0	0	0	0.13084	0.38087	0.10877	0.25759	0	0.3529	1.20249	0.04132	0.5895	0	0.48375	0	0	0	0	0	0	0	0	0	0	0	0.26567	0	0.29692	1.1624	0.48426	0	0	0	0	0.25126	0	0.23465	0	0	0.05675	0	0	0.82186	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_lautus	0	0	0	0	0	0	0	0	0	0.01739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25206|s__GGB25206_SGB41973	0	0	0	0	0	0	0	0.06557	0.78403	0.01693	0.0059	0	0.02902	0.10524	0.16045	0.53191	0.10235	0	0.0526	0.08567	0.48432	0	0.18449	0	1.50903	1.11421	0.80774	0.19251	0	0.46328	0	0	0	0	0	0	0	0	0	0	0	0.1731	0.0086	0.29808	0	0.06985	0	0.1946	0.15833	0	0	0.27578	0	0.00326	0.0308	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus|s__Solibacillus_isronensis	0	0	0.00439	0	0.22929	0	0	0	0.03612	0.0169	0	0.24246	0.05849	0	0.45934	0	0.29008	0.42731	0.1403	0.07328	0	0	0.02389	0.55817	0	0	0	0.12299	0	0.08341	0	0.33659	0	1.24806	2.88222	0	0.10445	0.11429	0.1203	0	0	0	0	0	0.14077	0.25267	0.34261	0.10284	0	0.05497	0	0.03011	0.04198	0	0.00417	0.25196	0	0	0.28622	0.09166
k__Bacteria|p__Firmicutes|c__CFGB9264|o__OFGB9264|f__FGB9264|g__GGB58276|s__GGB58276_SGB79927	0	0.15002	0	0	0.03833	0	0	0	0.02135	0.01159	0.09987	0.04362	0.09999	0	0.01105	0.02416	0	0.06055	0.00807	0	0.00989	0	0	0	0	0.00104	0	0	0	0	0	0	0	0.08563	0	0	0	0.00784	0	0	0	0.02982	0.14217	0	0	0.05144	0	0	0	0.01562	0.01415	0.5162	0.40603	0.00198	0.01708	0.16332	0.00197	0	0.6084	0.10032
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_macroides	0	0	0	0	0	0	0	0	0	0.01067	0	0.01761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Lentisphaerae|c__CFGB48151|o__OFGB48151|f__FGB48151|g__GGB61862|s__GGB61862_SGB83991	1.22311	0.02511	0	0	0.26095	0.11745	0.13802	0	0	0.00928	0	0.13863	0	0	0.09081	0	0.62612	0.25131	0.44051	0	2.2562	0.06551	0	2.68848	0	0	0	0	0	0.25191	0	0.16412	0	0.74792	0.71624	0	0	0.01189	0	0	0.00604	0	0.09087	0.09659	0.52544	0.49723	1.53469	0	0	4.30172	0	1.10151	0.20664	0.0959	0.03278	0	0.141	0	0.18052	0.09258
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB7365|o__OFGB7365|f__FGB7365|g__GGB27469|s__GGB27469_SGB39758	0	0	0	0	0	0	0	0	0.44226	0.00868	1.07139	0	0.00064	0.02972	0.06779	0.09496	0	0	0	0.01516	0	0	1.8112	0	0.03141	0.10119	0	0.18311	13.68249	0.20008	0	0	0	0	0	0	0	0	0	0	0	0.00517	0.06586	0.80825	0.0543	0.01547	0	0.00945	0	0	0	0	0.06208	0.01856	0	0	0.0124	0.01513	0.40643	0
k__Bacteria|p__Bacteroidetes|c__CFGB47741|o__OFGB47741|f__FGB47741|g__GGB56396|s__GGB56396_SGB77807	0.05486	0.29555	2.96431	0	0	0.00609	0.00458	0	0	0.00795	0	0	0	0	0	0	0.58321	0	0	0	0	0	0	0.04147	0	0	0	0	0	0	0	0	0	0.74683	1.36565	0	0.02176	0.44759	0	0	0.04554	0	0	0	0.05193	0.01222	0	0	0	1.25532	0	0.22715	0.04048	0.4711	0.08113	0	0	0	5.31588	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_antibioticophila	0	0	0	0	0	0	0	0	0	0.00398	0	0.01234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Quasibacillus|s__Quasibacillus_thermotolerans	0	0	0	0	0	0	0	0	0	0.00317	0	0.00735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8351|o__OFGB8351|f__FGB8351|g__GGB25566|s__GGB25566_SGB37531	0	0	0	0	0	0	0	0	0	0.00252	0	0.09247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB4491|s__GGB4491_SGB6188	1.99689	0	0.69468	3.21935	0.03388	3.02106	7.47152	3.80595	1.93135	0.00169	2.23678	0	1.68979	0.81357	0	0.01335	0	0	0	0	0	0	0	0	0	0.03337	0	0	0	0	2.85428	4.44676	2.05098	0	0	1.37347	0.3132	0	0	4.69505	1.64766	2.08093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Laceyella|s__Laceyella_sacchari	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Neobacillus|s__Neobacillus_thermocopriae	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bornimense	0.78396	0	0.05804	0.09857	0.37993	0.71399	0.07772	1.11966	0.01284	0.00035	0	0.02958	0	0.0144	0	0.02324	0	0.10453	0	0	0	0	0.03928	0	0.08392	0.01416	0.0383	0	0	0	2.22775	0.77485	0.34568	0.11848	0	1.67268	0.40704	0	0.00315	0.85485	0.81758	0	0.00099	0	0.14756	0	0	0	0	0	0.00652	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	11.59914	8.82067	0.36278	0	48.68858	5.16431	0	0.08994	0	32.29103	1.03431	4.69556	0	0.74252	35.96074	11.86051	15.54011	56.10637	24.93477	31.06277	23.01171	6.29277	7.98519	27.41292	1.37653	2.55863	0	7.22125	24.41768	9.46713	0	2.50022	0	3.46618	17.81538	0	0.59181	2.33714	0.05771	0	0.0749	0	0	1.27591	1.14698	6.10399	31.75831	3.76743	0	8.96686	17.76437	26.39225	16.82186	0	2.50093	6.67668	0	0.17474	7.19447	0.19275
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_halotolerans|t__SGB29946	0	0	0	0	0	0	0	0	0.22085	12.20841	0	3.02359	1.4885	0	0.00581	0	0	0.05992	0	0.01426	0	0	0.01852	0.38752	0	0	0	0	0	0	0	0.07328	0	0	0.03387	0	0.03894	4.06668	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0.00247	0	1.0745	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB28302|s__GGB28302_SGB40871|t__SGB40871	0	0	0	0	0	0	0	0	21.7479	10.11612	0	0	0	43.72256	12.71392	2.85444	0	0.98283	0	0	0	1.25503	0	0	12.24625	54.62057	0	0	14.8769	0.72972	0	0	0	0	0	0	0	0.25575	0	0	0	32.41901	0.75221	0	0	0	0.96577	0.2118	51.17195	0	0	0.01378	0	0.01891	0.38466	0	2.9342	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__SGB6847	18.15315	0	14.67817	36.27325	4.43333	21.08714	22.13089	20.84157	11.41114	5.78409	7.9465	8.8854	3.34102	5.18644	2.00695	5.17929	4.85369	0.63749	0.43452	0.93183	0.07979	0.9125	2.27102	1.04987	8.30395	2.00832	2.85768	2.03862	0.95954	0.2769	14.5484	22.50904	17.53134	15.48596	2.45033	14.98783	19.88888	0.04813	11.58156	11.23695	16.50324	7.82608	0.75163	1.68061	1.78174	0.8041	1.54201	0.43272	0	2.19184	1.107	1.22001	0.51808	0	0.03719	0.59875	0.45265	0.25278	2.75925	0.25495
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_lanienae|t__SGB19459	0	0	0	1.11904	0	0	0	0	0	4.74715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69706	0	13.9938	0	0	0	0	0	0	0	0	0	0	0	0	34.21142	0	0	0	2.68091	0	29.75251	0	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter_succinogenes|t__SGB3181	0	0	0	0	0	0	0	0	0	4.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_telephonicus|t__SGB29947	0	0	0	0	0.31698	0	0	0	0	2.8795	0	0.84005	0.12566	0	0	0	0	0	0	0	0	0	0	0.02382	0	0	0	0	0	0	0	0	0	0	0.43544	0	0.02289	0.32578	0	0	0	0	0	0	0	0.01633	0.21118	0	0	0	0	0	0	0	0.07475	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37324	0	0	0	0	0	0	0	0	3.52244	2.04373	1.10504	3.95213	4.65208	1.35005	0.21648	2.02952	0.97908	1.09865	1.67109	2.22582	1.69139	0.91953	2.80072	0.20852	4.03089	2.65378	3.91238	1.15074	1.92478	4.73738	0	0	0	0	0	0	0	0.54596	0	0	0	0.29214	1.205	2.14302	3.43916	1.05525	0.7786	1.32223	0.25887	0.25645	5.90914	2.3949	1.81412	1.00649	0.9113	0.80151	1.71151	0.87278	0.67714	1.62899
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Ureibacillus|s__Ureibacillus_thermosphaericus|t__SGB29943	0	0	0	0	0	0	0	0	0	2.03733	0	1.06712	0.02979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pradoshia|s__Pradoshia_eiseniae|t__SGB25215	0	0	0	0	0.07029	0	0	0	0	1.93707	0	0	0	0	0	0	0	0	0.07598	0	0	0	0	0.12334	0	0	0	0	0	0	0	0.12333	0	0.82574	3.54611	0	0	0.11236	0	0	0	0	0	0	0	0	0.03253	0	0	0	0	0.05783	0	0	0	0	0	0	0.20342	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25212|s__GGB25212_SGB37145|t__SGB37145	0	0	0	0	0	0	0	0	5.47036	1.75208	0.24091	0.24645	0.70716	7.23836	0.01943	0.18712	4.27902	0.36209	1.82627	1.05179	1.48511	0.46331	0.69246	0	0.42511	0.88041	0.46486	0.75809	0.87274	0.4559	0	0	0	0	0	0	0	0.00676	0	0	0	1.71096	0.28281	1.60666	2.9454	3.00239	0.77788	0.78298	0.18859	0	0.6158	1.29491	1.43067	0.16117	0.05942	0.52544	0.33744	0.23858	0.00277	0.06512
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__GGB24075|s__GGB24075_SGB35861|t__SGB35861	0	0	0	0	0	0	0	0	0	1.6684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95291	0	0	0	0	0	0	0	0	0.6596	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7503|o__OFGB7503|f__FGB7503|g__GGB27936|s__GGB27936_SGB40375|t__SGB40375	0	0	0	0	0	0	0	0	0	1.59516	0	0	0	0.07193	5.01453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.72247	0	0	0	0	0	0	0	5.00312	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_massiliensis|t__SGB7473	0	0	0.00453	0	0.28804	0.00276	0	0	0.00232	1.39596	0	0.26926	0.05203	0	0	0	0	0	0	0	0	0	0	0.05142	0	0	0	0	0	0	0	0.02417	0	0.18568	0.58713	0	0.04269	0.19521	0	0	0	0	0	0	0	0.01162	0.07277	0	0	0	0	0	0	0	0.03963	0	0	0	0.0121	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_bacterium|t__SGB50813	0	0	0.14276	0	0	0	0	0	0	1.12671	0	1.75638	0	0.00363	3.62239	1.20837	2.80931	0	3.90674	0	14.32006	12.25049	0.19927	3.04366	0.09044	0.4694	0.51069	6.99579	0.04954	0.93812	0	0	0	0.19173	0.39623	0	0.1644	2.37244	0.45985	0	0.04623	0	15.37805	1.54277	0.15264	0.23003	8.07216	7.34437	0.13317	9.6232	1.3735	2.51212	0.63224	8.93921	3.50384	24.71243	5.26938	0.11733	2.53522	12.24819
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB27182|s__GGB27182_SGB39401|t__SGB39401	0.06549	1.09648	0.06246	0.09576	0.07592	0.001	0.32477	0.23489	3.31921	1.04427	2.13028	0.6674	0.57887	0.41225	0.15597	0.23585	2.02258	0.9642	3.04301	0.78836	2.13161	0	0.06365	0.00196	0.48494	0.10089	0.20109	2.82695	1.00498	0.05042	0.11501	0.26786	0.15238	1.87186	5.70582	0.10448	0.59774	0.24539	0.27969	0.18952	0.18859	0.80822	4.13918	0.41957	1.29329	1.15621	0	1.25558	0.47913	0.18326	0	0.2418	0.95675	0.15783	0.15188	4.84515	0.32861	0.03493	0.09428	0.88717
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus|t__SGB7952	0	0	0	0	0	0.02372	0	0	0	0.83822	0	0	0	0	0	0	0.611	0	0.35083	0	0	0	0	0.39547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66577	0.24519	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_endophyticus|t__SGB7475	0	0	0.00968	0	0.02572	0	0	0	0	0.80446	0	0.22291	0.0764	0	0	0	0	0	0	0	0	0	0	0.04834	0	0	0	0.01864	0	0	0	0.00363	0	0	0.24275	0	0.06787	0.20849	0	0	0	0	0	0	0	0	0.0321	0	0	0	0	0	0	0	0.04069	0	0	0	0	0
