RowNames	SH1	SH2	SH3	SH4	SH5	SH6	SH7	SH8	SH9	SH10	SH11	SH12	SH13	SH14	SH15	SH16	SH17	SH18	SH19	SH20	SH21	SH22	SH23	SH24	SH25	SH26	SH27	SH28	SH29	SH30	YK31	YK32	YK33	YK34	YK35	YK36	YK37	YK38	YK39	YK40	YK41	YK42	YK43	YK44	YK45	YK46	YK47	YK48	YK49	YK50	YK51	YK52	YK53	YK54	YK55	YK56	YK57	YK58	YK59	YK60
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__GGB25411	0	0.10918	0	0	0	0	0	0	0	0	0	0	0	0	0.01325	0	0	0	0	0.04496	0	0	0	0	0	0	0	0.0166	0.00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11664	0.30729	0.01715	0.37327	0	0	0.02176	0	0	0	0	0	0	0	0	0.02094	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB58234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0.08529	0.30784	0	1.47998	1.73979	0.67865	0.07747	0.04848	0.1573	0.09984	0	0.00267	0.2768	0.34406	0.15049	0.002	0	0	0	0.08126	0	0	0.0085	0	0	0	0	0.73326	0.86997	0.35103	0.04151	0.43796	0.30786	0.18795	0.35126	0.08429	0.24836	0	0.22747	0.06586	1.94419	0.38314	0.01266	0	1.5094
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__GGB24074|s__GGB24074_SGB35860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.95242	0	0	0	0	0	29.35423	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii	0	0.23857	0.10459	0	1.00166	0	0	0	0.01803	0	0	0	0	0	1.86051	0.07088	0.21858	0.02229	1.27591	3.20083	0.36978	26.7549	0	4.55921	0	0	0	0.20168	0	1.93368	0	0	0	7.55894	0.06397	0	0	0.85086	0	0	0	0	0	0.16067	7.0634	0.00537	0	0.64646	0	0.1634	2.34409	4.09941	0	0	1.36915	0	0	0	3.44399	27.47942
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium	1.58469	0	0.05682	0	0.01155	0.13478	0.03494	0.02878	0	0	0	0	0	0	0.96353	0.04613	0	0	0.69122	0	1.25293	0.12508	10.23703	0.12988	0.61551	0.8638	24.35777	2.70286	2.01036	0	0.02191	1.4338	0.04444	0.2071	0.45237	0.00363	0	0	0.03623	0.04149	0.19505	1.55848	0.15193	0	0.23708	0.0195	0.07564	0.00971	1.17407	0	2.08639	0	0	0.27682	0.0073	0	3.40924	0.36516	0	0.0556
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34799	0	3.10267	0	0	0	0.08037	0	0	0	0	0.0167	0	0.01355	0	0	0	0	0	0	0	0	0	0	0.05707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55866
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB23970|s__GGB23970_SGB35720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22645	0	0	0	0	0	0.42589	0.18523	0	0.25539	0	0.08342	0	0	0.23427	0.98752	0	0	0	0	0	0	0	0.03307	0	0	0	0	0.14503	0	0.10329	0	0	0	0	0	0.33858	0	0	0	0.05738	0	0.0689	0	0	0.03324
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB30652|s__GGB30652_SGB43794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB25251|s__GGB25251_SGB37187	0	0	0	0	0	0	0	0.00578	0	0	0	0	0	0	0.03985	0	0.04432	0	0	0.17013	0.37952	0.04985	0.62846	0.00943	0.17476	0.2507	0.1037	0.09413	0.07838	0	0.00943	0	0	0	0	0	0	0	0	0	0	0	0.07243	0.49674	1.44307	0	0	0.29211	0	0.22495	0	0	0.15107	0.0586	0	0.07893	0.11907	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25207|s__GGB25207_SGB41980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03804	0	0.00285	0	0	0	0	0	0.0889	0	0	0	0	0.12767	0	0	0.01224	0	0.01577	0	0	0.06297	0	0	0	0.0123	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__GGB25411|s__GGB25411_SGB37363	0	0.10918	0	0	0	0	0	0	0	0	0	0	0	0	0.01325	0	0	0	0	0.04496	0	0	0	0	0	0	0	0.0166	0.00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11664	0.30729	0.01715	0.37327	0	0	0.02176	0	0	0	0	0	0	0	0	0.02094	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB58234|s__GGB58234_SGB79885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0.08529	0.30784	0	1.47998	1.73979	0.67865	0.07747	0.04848	0.1573	0.09984	0	0.00267	0.2768	0.34406	0.15049	0.002	0	0	0	0.08126	0	0	0.0085	0	0	0	0	0.73326	0.86997	0.35103	0.04151	0.43796	0.30786	0.18795	0.35126	0.08429	0.24836	0	0.22747	0.06586	1.94419	0.38314	0.01266	0	1.5094
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB27184|s__GGB27184_SGB39403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142	0.04872	0	0	0.1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__GGB24074|s__GGB24074_SGB35860|t__SGB35860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.95242	0	0	0	0	0	29.35423	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii|t__SGB10403	0	0.23857	0.10459	0	0.21777	0	0	0	0.01803	0	0	0	0	0	1.86051	0.07088	0.21858	0.02229	1.27591	3.20083	0.36978	24.96265	0	4.55921	0	0	0	0.20168	0	1.67325	0	0	0	7.39661	0.06397	0	0	0.74737	0	0	0	0	0	0.16067	7.0634	0.00537	0	0.64646	0	0.1634	2.32895	2.51154	0	0	1.29195	0	0	0	3.01787	27.21232
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium|t__SGB2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96353	0.04613	0	0	0.69122	0	1.25293	0.12508	10.23703	0.12404	0.61551	0.8638	24.35777	2.70286	2.01036	0	0	0	0	0	0	0	0	0	0	0	0	1.55848	0.15193	0	0.18921	0.0195	0.07564	0	1.17407	0	2.08639	0	0	0.27682	0.0073	0	3.40924	0.36516	0	0.0556
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__SGB7951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34799	0	3.10267	0	0	0	0.08037	0	0	0	0	0.0167	0	0.01355	0	0	0	0	0	0	0	0	0	0	0.05707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55866
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB37325	0	0	0.02914	0.51437	0.20942	0.33023	1.0261	0	0	0	0	0	0	0	0.33999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00927	0.06253	0.07157	1.04231	0.70181	0.02201	0.37559	0.05733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB47456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262	0	0	0	0	0	0.45372	0.04976	0	0	0	0	0	0.01172	0.46671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00554	0	0	0	0	1.82784	0	0	0	0	0.87543	0.01544	0	0.71014	0.35164	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB23970|s__GGB23970_SGB35720|t__SGB35720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22645	0	0	0	0	0	0.42589	0.18523	0	0.25539	0	0.08342	0	0	0.23427	0.98752	0	0	0	0	0	0	0	0.03307	0	0	0	0	0.14503	0	0.10329	0	0	0	0	0	0.33858	0	0	0	0.05738	0	0.0689	0	0	0.03324
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB30652|s__GGB30652_SGB43794|t__SGB43794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB25251|s__GGB25251_SGB37187|t__SGB37187	0	0	0	0	0	0	0	0.00578	0	0	0	0	0	0	0.03985	0	0.04432	0	0	0.17013	0.37952	0.04985	0.62846	0.00943	0.17476	0.2507	0.1037	0.09413	0.07838	0	0.00943	0	0	0	0	0	0	0	0	0	0	0	0.07243	0.49674	1.44307	0	0	0.29211	0	0.22495	0	0	0.15107	0.0586	0	0.07893	0.11907	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25207|s__GGB25207_SGB41980|t__SGB41980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03804	0	0.00285	0	0	0	0	0	0.0889	0	0	0	0	0.12767	0	0	0.01224	0	0.01577	0	0	0.06297	0	0	0	0.0123	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__GGB25411|s__GGB25411_SGB37363|t__SGB37363	0	0.10918	0	0	0	0	0	0	0	0	0	0	0	0	0.01325	0	0	0	0	0.04496	0	0	0	0	0	0	0	0.0166	0.00269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11664	0.30729	0.01715	0.37327	0	0	0.02176	0	0	0	0	0	0	0	0	0.02094	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB44543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01249	0	0	0.18915	0	0.04671	0.2134	0	0	0	0	0	0	0.0281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08507	0.22161	0	0	0	0	0	0	0	0	0	0	0.02477	0	0	0	0.37516
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB58234|s__GGB58234_SGB79885|t__SGB79885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349	0.08529	0.30784	0	1.47998	1.73979	0.67865	0.07747	0.04848	0.1573	0.09984	0	0.00267	0.2768	0.34406	0.15049	0.002	0	0	0	0.08126	0	0	0.0085	0	0	0	0	0.73326	0.86997	0.35103	0.04151	0.43796	0.30786	0.18795	0.35126	0.08429	0.24836	0	0.22747	0.06586	1.94419	0.38314	0.01266	0	1.5094
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__GGB27184|s__GGB27184_SGB39403|t__SGB39403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142	0.04872	0	0	0.1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19598	0	7.27379	0	0	0.28945	0	0	0	0	0	0.12245	0	0.3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0.19398	0	0	0	0.50725	0.78129	0	0	0.70571	1.66138	0.11927	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19598	0	7.27379	0	0	0.28945	0	0	0	0	0	0.12245	0	0.3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0.19398	0	0	0	0.50725	0.78129	0	0	0.70571	1.66138	0.11927	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25213	0	0	0	0.0634	0	0	0	0	0	0	0	0	0	0	0	0.28727	0.21745	0	0	0.30157	0.71213	0	0.09984	0.00914	0.16995	0	0	1.28835	0	0	0	0	0	0	0.0404	0	0	0	0	0.00254	0	0	0.00292	0.05561	0.24634	0	0.06376	0.08789	0	0.2561	0.37631	0	0	0.02323	0	0.27793	0	0	0	0.17562
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28224	0	0.07002	0	0	0.30377	0.02995	0	0.1529	0.22098	0.76523	0.43672	0	0	0.39821	0	0	0	0	0	0	0	5.44658	0	0	0	0	8.67215	0	0	0.05787	0	0	0.29571	0	14.14607	0.18306	1.34805	0.72047	7.90461	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__GGB30916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19598	0	0	0	0	0	0	0	0	0	0	0	0	0.29632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33102	0	0	0	0.10201	0.39223	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	1.18281	0	0.08823	0	0	0.67461	0	0	0	0	0	0	0	0	0	0.05229	0	0	0	0	0	0	0	0	0	0.0366	0.30224	0.00219	0	0	0.37015	1.32039	0.20143	0	0	0.06959	0.16418	0	0	0.17606	0.17712	0	0	0	0	0	0	0	0	0.2658	0	0	0	0	0	0	0	0.00242	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB25550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiales_unclassified|g__GGB30601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04103	0	0	0	0	1.17685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13858	0.00263	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02235	0	0.2747	0.53543	2.35341	0.30668	0	0.07568	0.24832	0	0.35131	0.65387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122	0.02469	0.40623	0.16636	0.00657	0.01752	0.0034	0	0.05162	1.65544	1.07458	0.24633	0.00343	0	0.0603	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter_SGB43703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.97415	0	0	0	0	0	0	1.11895	0	0	0	0.29096	0	0.92951	0.24913	0	0	0	0	0	0	0	19.45002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6088	28.98678	0	0	4.94053	0.10759	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25213|s__GGB25213_SGB37146	0	0	0	0.0634	0	0	0	0	0	0	0	0	0	0	0	0.28727	0.21745	0	0	0.30157	0.71213	0	0.09984	0.00914	0.16995	0	0	1.28835	0	0	0	0	0	0	0.0404	0	0	0	0	0.00254	0	0	0.00292	0.05561	0.24634	0	0.06376	0.08789	0	0.2561	0.37631	0	0	0.02323	0	0.27793	0	0	0	0.17562
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_BP1_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28224	0	0.07002	0	0	0.30377	0.02995	0	0.1529	0.22098	0.4795	0.43672	0	0	0.39821	0	0	0	0	0	0	0	5.44658	0	0	0	0	3.89297	0	0	0.05787	0	0	0.27635	0	14.14607	0.18306	1.34805	0.72047	7.90461	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__GGB30916|s__GGB30916_SGB44149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19598	0	0	0	0	0	0	0	0	0	0	0	0	0.29632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33102	0	0	0	0.10201	0.39223	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	1.18281	0	0.08823	0	0	0.67461	0	0	0	0	0	0	0	0	0	0.05229	0	0	0	0	0	0	0	0	0	0.0366	0.30224	0.00219	0	0	0.28299	1.32039	0.20143	0	0	0.06959	0.16418	0	0	0.17606	0.17712	0	0	0	0	0	0	0	0	0.2658	0	0	0	0	0	0	0	0.00242	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB25550|s__GGB25550_SGB37514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiales_unclassified|g__GGB30601|s__GGB30601_SGB43734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04103	0	0	0	0	1.17685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13858	0.00263	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25570|s__GGB25570_SGB37538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02235	0	0.2747	0.53543	2.35341	0.30668	0	0.07568	0.24832	0	0.35131	0.65387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122	0.02469	0.40623	0.16636	0.00657	0.01752	0.0034	0	0.05162	1.65544	1.07458	0.24633	0.00343	0	0.0603	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25578|s__GGB25578_SGB37547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter_SGB43703|t__SGB43703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.97415	0	0	0	0	0	0	1.11895	0	0	0	0.29096	0	0.92951	0.24913	0	0	0	0	0	0	0	19.45002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6088	28.98678	0	0	4.94053	0.10759	0
k__Bacteria|p__Firmicutes|c__CFGB8207|o__OFGB8207|f__FGB8207|g__GGB25213|s__GGB25213_SGB37146|t__SGB37146	0	0	0	0.0634	0	0	0	0	0	0	0	0	0	0	0	0.28727	0.21745	0	0	0.30157	0.71213	0	0.09984	0.00914	0.16995	0	0	1.28835	0	0	0	0	0	0	0.0404	0	0	0	0	0.00254	0	0	0.00292	0.05561	0.24634	0	0.06376	0.08789	0	0.2561	0.37631	0	0	0.02323	0	0.27793	0	0	0	0.17562
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_BP1_145|t__SGB1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28224	0	0.07002	0	0	0.30377	0.02995	0	0.1529	0.22098	0.4795	0.43672	0	0	0.39821	0	0	0	0	0	0	0	5.44658	0	0	0	0	3.89297	0	0	0.05787	0	0	0.27635	0	14.14607	0.18306	1.34805	0.72047	7.90461	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__GGB30916|s__GGB30916_SGB44149|t__SGB44149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19598	0	0	0	0	0	0	0	0	0	0	0	0	0.29632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33102	0	0	0	0.10201	0.39223	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB54339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum|t__SGB6744	1.18281	0	0.08823	0	0	0.67461	0	0	0	0	0	0	0	0	0	0.05229	0	0	0	0	0	0	0	0	0	0.0366	0.30224	0.00219	0	0	0.28299	1.32039	0.20143	0	0	0.06959	0.16418	0	0	0.17606	0.17712	0	0	0	0	0	0	0	0	0.2658	0	0	0	0	0	0	0	0.00242	0	0
k__Bacteria|p__Firmicutes|c__CFGB8350|o__OFGB8350|f__FGB8350|g__GGB25550|s__GGB25550_SGB37514|t__SGB37514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiales_unclassified|g__GGB30601|s__GGB30601_SGB43734|t__SGB43734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04103	0	0	0	0	1.17685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13858	0.00263	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25570|s__GGB25570_SGB37538|t__SGB37538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02235	0	0.2747	0.53543	2.35341	0.30668	0	0.07568	0.24832	0	0.35131	0.65387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122	0.02469	0.40623	0.16636	0.00657	0.01752	0.0034	0	0.05162	1.65544	1.07458	0.24633	0.00343	0	0.0603	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB25578|s__GGB25578_SGB37547|t__SGB37547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB25252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04305	0.00547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02899	0.15669	0.01935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__GGB30023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03602	0	0	0	0	0	0	0	0.00995	0.21661	0	0	0.01448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB79888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17882	0	0	0	0.67358	0	0	0	0	0	0	0	0.04751	0	0	0	0.00631	0	0	0	0	0	0	0	0	0	0	0.00859	0	0.59083	0	0	0	0	0	0	0	0	0	0.05447	0	0	0	0
